Name,SMILES,pIC50,Reference
NET/SERT reuptake inhibitor (1),c1ccc(cc1)c1cccc(n1)OC1CC2CCC(C1)N2,5.886056648,"(Didziapetris & Lanevskij, 2016)"
NET/SERT reuptake inhibitor (11f),N#Cc1cc(OC2CC3CCC(C2)N3)nc(c1)c1ccccc1,6.924453039,"(Didziapetris & Lanevskij, 2016)"
NET/SERT reuptake inhibitor (11j),N#Cc1ccccc1c1cccc(n1)OC1CC2CCC(C1)N2,5.149966742,"(Didziapetris & Lanevskij, 2016)"
NET/SERT reuptake inhibitor (11l),N#Cc1cc(OC2CC3CCC(C2)N3)cc(c1)c1ccccn1,5.790484985,"(Didziapetris & Lanevskij, 2016)"
NET/SERT reuptake inhibitor (11k),N#Cc1cc(OC2CC3CCC(C2)N3)nc(c1)c1ccccc1C#N,6.600326279,"(Didziapetris & Lanevskij, 2016)"
NET/SERT reuptake inhibitor (11m),N#Cc1cc(OC2CC3CCC(C2)N3)cc(c1)c1ncccc1C#N,5.420216403,"(Didziapetris & Lanevskij, 2016)"
ROCK-I inhibitor (16g),Nc1nccc2c1ccc(c2)CNCCc1ccccc1,5.494850022,"(Didziapetris & Lanevskij, 2016)"
ROCK-I inhibitor (23a),Nc1nccc2c1ccc(c2)OC1CCCNC1,4.698970004,"(Didziapetris & Lanevskij, 2016)"
ROCK-I inhibitor (23e),Nc1nccc2c1ccc(c2)OC1CCCN(C1)Cc1ccccc1,6.096910013,"(Didziapetris & Lanevskij, 2016)"
Fasudil,O=S(=O)(c1cccc2c1ccnc2)N1CCNCCC1,4.600326279,"(Didziapetris & Lanevskij, 2016)"
Hydroxy-fasudil,O=c1[nH]ccc2c1cccc2S(=O)(=O)N1CCNCCC1,5.102372909,"(Didziapetris & Lanevskij, 2016)"
Y-27632,CC(C1CCC(CC1)C(=O)Nc1ccncc1)N,4.100179498,"(Didziapetris & Lanevskij, 2016)"
ROCK-I inhibitor (14A),O=c1[nH]ccc2c1ccc(c2)OC1CCCNC1,4,"(Didziapetris & Lanevskij, 2016)"
Heat shock protein inhibitor (11),Clc1cc(OCCCC(F)(F)F)c(c(c1)Cl)c1cc(C)nc(n1)N,4.935542011,"(Didziapetris & Lanevskij, 2016)"
Vassopresin antagonist (48),Clc1ccc(cc1)CC(C(=O)NC1CC2CCC(C1)N2)NC(=O)C1(CC1)c1ccc(cc1)Cl,5.795880017,"(Didziapetris & Lanevskij, 2016)"
Vassopresin antagonist (47),Clc1ccc(cc1)CC(=O)NC(C(=O)NC1CC2CCC(C1)N2)Cc1ccc(cc1)Cl,5.37675071,"(Didziapetris & Lanevskij, 2016)"
Kinase inhibitor (8c),CCOc1nc(cc(c1C#N)N)C(=O)NCc1ccc(cc1)S(=O)(=O)C,4,"(Didziapetris & Lanevskij, 2016)"
Kinase inhibitor (8e),CCOc1nc(cc(c1C#N)N)C(=O)NCc1cccnc1,4,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (22h),Fc1cc(F)cc(c1)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OCCCN1CCCC1C,6.301029996,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (22i),Fc1ccc(c(c1)F)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OCCCN1CCCC1C,5.795880017,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (38c),Clc1ccc(cc1)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OC1CCN(CC1)C1CCCC1,5.397940009,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (20d),Fc1ccc(cc1)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OCCCN1CCCC1,5.200659451,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (20h),Fc1cc(F)cc(c1)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OCCCN1CCCC1,5.102372909,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (38h),Fc1cc(F)cc(c1)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OC1CCN(CC1)C1CCCC1,5.102372909,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (37e),N#Cc1ccc(cc1)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OC1CCN(CC1)C1CCC1,5.031517051,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (21d),Fc1ccc(cc1)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OCCCN1CCCCCC1,4.899629455,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (21e),N#Cc1ccc(cc1)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OCCCN1CCCCCC1,4.899629455,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (21h),Fc1cc(F)cc(c1)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OCCCN1CCCCCC1,4.899629455,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (38d),Fc1ccc(cc1)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OC1CCN(CC1)C1CCCC1,4.698970004,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (23d),Fc1ccc(cc1)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OCCCN1CCCC1C,4.602059991,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (38i),Fc1ccc(c(c1)F)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OC1CCN(CC1)C1CCCC1,4.602059991,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (19b),Cc1ccc(cc1)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OCCCN1CCCCC1,4.494850022,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (37c),Clc1ccc(cc1)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OC1CCN(CC1)C1CCC1,4.494850022,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (19h),Fc1cc(F)cc(c1)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OCCCN1CCCCC1,4.397940009,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (19d),Fc1ccc(cc1)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OCCCN1CCCCC1,4.301029996,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (19a),O=C1CN(CCN1c1ccc(cc1)OCCCN1CCCCC1)C(=O)c1ccccc1,4.200659451,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (19f),O=C1CN(CCN1c1ccc(cc1)OCCCN1CCCCC1)C(=O)c1ccc(cc1)S(=O)(=O)C,4.200659451,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (19g),O=C1CN(CCN1c1ccc(cc1)OCCCN1CCCCC1)C(=O)c1cccc(c1)S(=O)(=O)C,4.200659451,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (19i),Fc1ccc(c(c1)F)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OCCCN1CCCCC1,4.200659451,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (19j),O=C(c1ccc(cc1)C(=O)N1CCC1)N1CCN(C(=O)C1)c1ccc(cc1)OCCCN1CCCCC1,4.200659451,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (19k),O=C1CN(CCN1c1ccc(cc1)OCCCN1CCCCC1)C(=O)c1ccncc1,4.200659451,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (19l),O=C1CN(CCN1c1ccc(cc1)OCCCN1CCCCC1)C(=O)c1cnn2c1nccc2,4.200659451,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (19m),O=C1CN(CCN1c1ccc(cc1)OCCCN1CCCCC1)C(=O)C(C)(C)C,4.200659451,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (20e),N#Cc1ccc(cc1)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OCCCN1CCCC1,4.795880017,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (20i),Fc1ccc(c(c1)F)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OCCCN1CCCC1,4.795880017,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (21i),Fc1ccc(c(c1)F)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OCCCN1CCCCCC1,4.301029996,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (22e),N#Cc1ccc(cc1)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OCCCN1CCCC1C,4.200659451,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (36e),N#Cc1ccc(cc1)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OC1CCN(CC1)C(C)C,4.200659451,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (36h),Fc1cc(F)cc(c1)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OC1CCN(CC1)C(C)C,4.200659451,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (36i),Fc1ccc(c(c1)F)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OC1CCN(CC1)C(C)C,4.200659451,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (37a),O=C1CN(CCN1c1ccc(cc1)OC1CCN(CC1)C1CCC1)C(=O)c1ccccc1,4.200659451,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (37b),Cc1ccc(cc1)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OC1CCN(CC1)C1CCC1,4.200659451,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (37d),Fc1ccc(cc1)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OC1CCN(CC1)C1CCC1,4.494850022,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (37f),O=C1CN(CCN1c1ccc(cc1)OC1CCN(CC1)C1CCC1)C(=O)c1ccc(cc1)S(=O)(=O)C,4.200659451,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (37h),Fc1cc(F)cc(c1)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OC1CCN(CC1)C1CCC1,4.200659451,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (37i),Fc1ccc(c(c1)F)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OC1CCN(CC1)C1CCC1,4.200659451,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (37j),O=C(c1ccc(cc1)C(=O)N1CCC1)N1CCN(C(=O)C1)c1ccc(cc1)OC1CCN(CC1)C1CCC1,4.200659451,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (38e),N#Cc1ccc(cc1)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)OC1CCN(CC1)C1CCCC1,4.200659451,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (38f),O=C1CN(CCN1c1ccc(cc1)OC1CCN(CC1)C1CCCC1)C(=O)c1ccc(cc1)S(=O)(=O)C,4.200659451,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (38g),O=C1CN(CCN1c1ccc(cc1)OC1CCN(CC1)C1CCCC1)C(=O)c1cccc(c1)S(=O)(=O)C,4.200659451,"(Didziapetris & Lanevskij, 2016)"
Dopamine D3 antagonist (82),CCc1nc2c(s1)cc1c(c2)CCN(CC1)CCCSc1nnc(n1C)c1cccc2c1ccc(n2)C,6.602059991,"(Didziapetris & Lanevskij, 2016)"
Dopamine D3 antagonist (73),Cc1ccc2c(n1)cccc2c1nnc(n1C)SCCN1CCc2c(CC1)c(C)c1c(c2)nc(o1)C(F)(F)F,6.397940009,"(Didziapetris & Lanevskij, 2016)"
Dopamine D3 antagonist (70),Cc1ccc2c(n1)cccc2c1nnc(n1C)SCCN1CCc2c(CC1)c(Br)c1c(c2)nc(o1)C(F)(F)F,6.200659451,"(Didziapetris & Lanevskij, 2016)"
Dopamine D3 antagonist (76),Cc1ccc2c(n1)cccc2c1nnc(n1C)SCCC(N1CCc2c(CC1)c(C)c1c(c2)nc(o1)C(F)(F)F)C,6,"(Didziapetris & Lanevskij, 2016)"
Dopamine D3 antagonist (90),CCc1nn(c2c1cc1CCN(CCc1c2)CCCSc1nnc(n1C)c1cccc2c1ccc(n2)C)C,6,"(Didziapetris & Lanevskij, 2016)"
Dopamine D3 antagonist (83),CCc1nc2c(s1)cc1c(c2)CCN(CC1)CCCSc1nnc(n1C)c1ocnc1C,5.899629455,"(Didziapetris & Lanevskij, 2016)"
Dopamine D3 antagonist (79),Cc1ccc2c(n1)cccc2c1nnc(n1C)SCCC(N1CCc2c(CC1)c(Br)c1c(c2)nc(o1)C(F)(F)F)C,5.698970004,"(Didziapetris & Lanevskij, 2016)"
Dopamine D3 antagonist (69),CCc1nc2c(o1)c(Br)c1c(c2)CCN(CC1)CCSc1nnc(n1C)c1cccc2c1ccc(n2)C,5.600326279,"(Didziapetris & Lanevskij, 2016)"
Dopamine D3 antagonist (72),CCc1nc2c(o1)c(C)c1c(c2)CCN(CC1)CCSc1nnc(n1C)c1cccc2c1ccc(n2)C,5.600326279,"(Didziapetris & Lanevskij, 2016)"
Dopamine D3 antagonist (80),Cc1ccc2c(n1)cccc2c1nnc(n1C)SCCCN1CCc2c(CC1)cc1c(c2)sc(n1)C,5.600326279,"(Didziapetris & Lanevskij, 2016)"
Dopamine D3 antagonist (89),Cc1ccc2c(n1)cccc2c1nnc(n1C)SCCC(N1CCc2c(CC1)cc1c(c2)C(=O)N(C1)C(C)C)C,5.600326279,"(Didziapetris & Lanevskij, 2016)"
Dopamine D3 antagonist (78),CCc1nc2c(o1)c(Br)c1c(c2)CCN(CC1)C(CCSc1nnc(n1C)c1cccc2c1ccc(n2)C)C,5.500312917,"(Didziapetris & Lanevskij, 2016)"
Dopamine D3 antagonist (81),Cc1nc2c(s1)cc1c(c2)CCN(CC1)CCCSc1nnc(n1C)c1ocnc1C,5.500312917,"(Didziapetris & Lanevskij, 2016)"
Dopamine D3 antagonist (75),CCc1nc2c(o1)c(C)c1c(c2)CCN(CC1)C(CCSc1nnc(n1C)c1cccc2c1ccc(n2)C)C,5.400116928,"(Didziapetris & Lanevskij, 2016)"
Dopamine D3 antagonist (85),Cc1ccc2c(n1)cccc2c1nnc(n1C)SCCCN1CCc2c(CC1)cc1c(c2)C(=O)N(C1)C(C)C,5.400116928,"(Didziapetris & Lanevskij, 2016)"
Dopamine D3 antagonist (87),Cc1ccc2c(n1)cccc2c1nnc(n1C)SCCCCN1CCc2c(CC1)cc1c(c2)C(=O)N(C1)C(C)C,5.400116928,"(Didziapetris & Lanevskij, 2016)"
Dopamine D3 antagonist (68),Cc1ccc2c(n1)cccc2c1nnc(n1C)SCCN1CCc2c(CC1)c(Br)c1c(c2)nc(o1)C,5.199970641,"(Didziapetris & Lanevskij, 2016)"
Dopamine D3 antagonist (77),Cc1ccc2c(n1)cccc2c1nnc(n1C)SCCC(N1CCc2c(CC1)c(Br)c1c(c2)nc(o1)C)C,5,"(Didziapetris & Lanevskij, 2016)"
Dopamine D3 antagonist (71),Cc1ccc2c(n1)cccc2c1nnc(n1C)SCCN1CCc2c(CC1)c(C)c1c(c2)nc(o1)C,4.899629455,"(Didziapetris & Lanevskij, 2016)"
Dopamine D3 antagonist (74),Cc1ccc2c(n1)cccc2c1nnc(n1C)SCCC(N1CCc2c(CC1)c(C)c1c(c2)nc(o1)C)C,4.899629455,"(Didziapetris & Lanevskij, 2016)"
Dopamine D3 antagonist (86),Cc1ccc2c(n1)cccc2c1nnc(n1C)SCCCCN1CCc2c(CC1)cc1c(c2)C(=O)N(C1)C,4.500312917,"(Didziapetris & Lanevskij, 2016)"
Dopamine D3 antagonist (88),Cc1ccc2c(n1)cccc2c1nnc(n1C)SCCC(N1CCc2c(CC1)cc1c(c2)C(=O)N(C1)C)C,4.400116928,"(Didziapetris & Lanevskij, 2016)"
Tyrosine kinase inhibitor (49),COc1ccc(c2c1onc2N)c1ccc(cc1)NC(=O)Nc1cc(C)ccc1F,4.522878745,"(Didziapetris & Lanevskij, 2016)"
Tyrosine kinase inhibitor (50),COc1ccc(c2c1onc2N)c1ccc(cc1)NC(=O)Nc1cccc(c1)C(F)(F)F,4.522878745,"(Didziapetris & Lanevskij, 2016)"
CCR5 antagonist (6),Cc1cccc(c1C(=O)N1CCC(CC1)(C)N1CCC(CC1)N(c1ccccc1)c1ccccc1)C,6.823908741,"(Didziapetris & Lanevskij, 2016)"
CCR5 antagonist (12),Cc1cccnc1C(=O)N1CCC(CC1)(C)N1CCC(CC1)N(c1cccnc1)c1ccccc1,6.387216143,"(Didziapetris & Lanevskij, 2016)"
CCR5 antagonist (5),Cc1cc[n+](c(c1C(=O)N1CCC(CC1)(C)N1CCC(CC1)N(c1ccccc1)Cc1ccccc1)C)[O-],6.259637311,"(Didziapetris & Lanevskij, 2016)"
CCR5 antagonist (7),Cc1cccc(c1C(=O)N1CCC(CC1)(C)N1CCC(CC1)N(c1ccccc1)Cc1ccccc1)C,6.173925197,"(Didziapetris & Lanevskij, 2016)"
CCR5 antagonist (8),N#Cc1cccc(c1)CN(c1ccccc1)C1CCN(CC1)C1(C)CCN(CC1)C(=O)c1c(C)cc[n+](c1C)[O-],5.886056648,"(Didziapetris & Lanevskij, 2016)"
CCR5 antagonist (13),Clc1cncc(c1C(=O)N1CCC(CC1)(C)N1CCC(CC1)N(c1cccnc1)c1ccccc1)Cl,5.698970004,"(Didziapetris & Lanevskij, 2016)"
CCR5 antagonist (14),[O-][n+]1cc(Cl)c(c(c1)Cl)C(=O)N1CCC(CC1)(C)N1CCC(CC1)N(c1cccnc1)c1ccccc1,5.356547324,"(Didziapetris & Lanevskij, 2016)"
CCR5 antagonist (17),Cc1scc(n1)CN(c1ccccc1)C1CCN(CC1)C1(C)CCN(CC1)C(=O)c1c(C)cc[n+](c1C)[O-],4.913640169,"(Didziapetris & Lanevskij, 2016)"
CCR5 antagonist (16),Cc1ccnc(c1C(=O)N1CCC(CC1)(C)N1CCC(CC1)N(c1cccnc1)c1ccccc1)C,4.522878745,"(Didziapetris & Lanevskij, 2016)"
NIBR-1282,[O-][n+]1ccc(c(c1C)C(=O)N1CCC(CC1)(C)N1CCC(CC1)N(c1cccnc1)c1ccccc1)C,4.522878745,"(Didziapetris & Lanevskij, 2016)"
Stearoyl-Co desaturase inhibitor (4c),CNC(=O)c1cccc(c1)NC(=O)N1CCC(CC1)Oc1ccccc1Cl,4,"(Didziapetris & Lanevskij, 2016)"
GSK-345931A,CC(COc1ccc(cc1c1ccccc1c1cccc(n1)C(=O)O)Cl)C,4.494850022,"(Didziapetris & Lanevskij, 2016)"
CXR4 antagonist (1t),CC1(C)N=c2n(C1)c(cs2)CSC(=NC1CCCCC1)NC1CCCCC1,4.879426069,"(Didziapetris & Lanevskij, 2016)"
CCR5 antagonist (33),O=C(N(C1CCN(C1)C1CCN(CC1)C(=O)c1c(C)cccc1C)Cc1ccccc1)C1CC1,5.008773924,"(Didziapetris & Lanevskij, 2016)"
Dopamine D3 antagonist (2),O=C1N(CCN1c1cccc(c1)C(F)(F)F)CCN1Cc2c(C1)cccc2,6.102372909,"(Didziapetris & Lanevskij, 2016)"
NRI (11j),O=C(c1ccccc1Oc1ccccc1)N(C1CNCC1)CC1CCC1,6.119186408,"(Didziapetris & Lanevskij, 2016)"
NRI (11cc),CC(CN(C(=O)c1ccccc1Oc1ccccc1)C1CNCC1)C,5.966576245,"(Didziapetris & Lanevskij, 2016)"
NRI (7),CC(CN(C(=O)c1ccccc1c1ccccc1)C1CNCC1)C,5.841637508,"(Didziapetris & Lanevskij, 2016)"
NRI (11i),O=C(c1ccccc1C1CCCC1)N(C1CCNC1)CC1CCC1,5.655607726,"(Didziapetris & Lanevskij, 2016)"
NRI (11o),CSc1ccccc1C(=O)N(C1CCNC1)C1CCCCC1,5.643974143,"(Didziapetris & Lanevskij, 2016)"
NRI (11y),O=C(c1ccccc1C(C)C)N(C1CNCC1)CC1CCCC1,5.628932138,"(Didziapetris & Lanevskij, 2016)"
NRI (11dd),O=C(N(c1ccccc1)C1CCNC1)c1ccccc1Oc1ccccc1,5.55129368,"(Didziapetris & Lanevskij, 2016)"
NRI (11bb),O=C(c1ccccc1Oc1ccccc1)N(C1CNCC1)C1CCC1,5.530177984,"(Didziapetris & Lanevskij, 2016)"
NRI (5b),O=C(N(C1CNCC1)Cc1ccccc1c1ccccc1)C(C)C,5.519993057,"(Didziapetris & Lanevskij, 2016)"
NRI (11aa),CCN(C(=O)c1ccccc1Oc1ccccc1)C1CNCC1,5.298432015,"(Didziapetris & Lanevskij, 2016)"
NRI (4),CCOC(=O)N([C@@H]1CNCC1)Cc1ccccc1c1ccccc1,5.236572006,"(Didziapetris & Lanevskij, 2016)"
NRI (11g),CCSc1ccccc1C(=O)N(C1CNCC1)CC1CCC1,5.12090412,"(Didziapetris & Lanevskij, 2016)"
NRI (11z),O=C(c1ccccc1Oc1ccccc1)N(C1CNCC1)C,5.03574037,"(Didziapetris & Lanevskij, 2016)"
NRI (3),CNCc1cnc(cc1Oc1ccccc1Oc1ccccc1)C,4.950781977,"(Didziapetris & Lanevskij, 2016)"
NRI (11a),Cc1ccccc1C(=O)N(C1CNCC1)CC1CCC1,4.698970004,"(Didziapetris & Lanevskij, 2016)"
NRI (11b),CSc1ccccc1C(=O)N(C1CNCC1)CC1CCC1,4.698970004,"(Didziapetris & Lanevskij, 2016)"
NRI (11c),CCOc1ccccc1C(=O)N(C1CNCC1)CC1CCC1,4.774690718,"(Didziapetris & Lanevskij, 2016)"
NRI (11d),Clc1ccccc1C(=O)N(C1CNCC1)CC1CCC1,4.698970004,"(Didziapetris & Lanevskij, 2016)"
PF-3409409 (NRI 11 e),O=C(c1ccccc1C(F)(F)F)N(C1CNCC1)CC1CCC1,4.698970004,"(Didziapetris & Lanevskij, 2016)"
NRI (11f),CCc1ccccc1C(=O)N(C1CNCC1)CC1CCC1,4.787812396,"(Didziapetris & Lanevskij, 2016)"
NRI (11h),O=C(c1ccccc1C(C)C)N(C1CNCC1)CC1CCC1,4.739928612,"(Didziapetris & Lanevskij, 2016)"
NRI (11k),CSc1ccccc1C(=O)N(C1CCNC1)C1CCC1,4.698970004,"(Didziapetris & Lanevskij, 2016)"
NRI (11l),CCCN(C(=O)c1ccccc1SC)C1CNCC1,4.698970004,"(Didziapetris & Lanevskij, 2016)"
NRI (11m),CSc1ccccc1C(=O)N(C1CCNC1)C1CCCC1,4.728158393,"(Didziapetris & Lanevskij, 2016)"
NRI (11n),CSc1ccccc1C(=O)N(c1ccccc1)C1CNCC1,4.698970004,"(Didziapetris & Lanevskij, 2016)"
NRI (11p),CC(N(C(=O)c1ccccc1C(F)(F)F)C1CNCC1)C,4.698970004,"(Didziapetris & Lanevskij, 2016)"
NRI (11q),O=C(c1ccccc1C(F)(F)F)N(C1CCNC1)C1CCC1,5,"(Didziapetris & Lanevskij, 2016)"
NRI (11r),O=C(c1ccccc1C(F)(F)F)N(C1CNCC1)CC1CC1,4.698970004,"(Didziapetris & Lanevskij, 2016)"
NRI (11s),O=C(c1ccccc1C(F)(F)F)N(c1ccccc1)C1CNCC1,4.698970004,"(Didziapetris & Lanevskij, 2016)"
NRI (11t),O=C(c1ccccc1C(F)(F)F)N(C1CNCC1)CC1CCCC1,4.869666232,"(Didziapetris & Lanevskij, 2016)"
NRI (11u),CC(c1ccccc1C(=O)N(C1CCNC1)C1CCC1)C,4.721246399,"(Didziapetris & Lanevskij, 2016)"
NRI (11v),O=C(c1ccccc1C(C)C)N(C1CNCC1)CC1CC1,4.754487332,"(Didziapetris & Lanevskij, 2016)"
NRI (11w),CCCN(C(=O)c1ccccc1C(C)C)C1CNCC1,4.698970004,"(Didziapetris & Lanevskij, 2016)"
NRI (11x),CC(c1ccccc1C(=O)N(C1CCNC1)C1CCCC1)C,4.732828272,"(Didziapetris & Lanevskij, 2016)"
NNRTI (10),N#Cc1cc(C#N)cc(c1)Oc1c(CC)[nH]nc1CC,5.008773924,"(Didziapetris & Lanevskij, 2016)"
NNRTI (11),N#Cc1cc(Cl)cc(c1)Oc1c(CC)[nH]nc1CC,4.408935393,"(Didziapetris & Lanevskij, 2016)"
NNRTI (12),N#Cc1cc(C)cc(c1)Oc1c(CC)[nH]nc1CC,4,"(Didziapetris & Lanevskij, 2016)"
NNRTI (4),OCCn1nc(c(c1CC)Oc1cc(F)cc(c1)C#N)CC,3.397940009,"(Didziapetris & Lanevskij, 2016)"
NNRTI (5),OCCn1nc(c(c1CC)Oc1cc(C#N)cc(c1)C#N)CC,3.397940009,"(Didziapetris & Lanevskij, 2016)"
SNRI (6e),N1CCN(CC1)C(c1ccccc1)Cc1ccccc1OCC1CC1,5.528708289,"(Didziapetris & Lanevskij, 2016)"
SNRI (6b),CCCOc1ccccc1CC(c1ccccc1)N1CCNCC1,5.233587153,"(Didziapetris & Lanevskij, 2016)"
SNRI (6s),Fc1cccc(c1)C(N1CCNCC1)Cc1ccccc1OC(F)(F)F,5.21395879,"(Didziapetris & Lanevskij, 2016)"
SNRI (6c),CC(Oc1ccccc1CC(c1ccccc1)N1CCNCC1)C,5.195860568,"(Didziapetris & Lanevskij, 2016)"
SNRI (6d),N1CCN(CC1)C(c1ccccc1)Cc1ccccc1OC1CC1,5.193820026,"(Didziapetris & Lanevskij, 2016)"
SNRI (6o),FC(Oc1ccccc1CC(c1ccccc1F)N1CCNCC1)F,5.187086643,"(Didziapetris & Lanevskij, 2016)"
SNRI (4),CCOc1ccccc1CC(c1ccccc1)N1CCNCC1,5.158015195,"(Didziapetris & Lanevskij, 2016)"
SNRI (6r),Fc1ccccc1C(N1CCNCC1)Cc1ccccc1OC(F)(F)F,5.119186408,"(Didziapetris & Lanevskij, 2016)"
SNRI (6t),Fc1ccc(cc1)C(N1CCNCC1)Cc1ccccc1OC(F)(F)F,5.09420412,"(Didziapetris & Lanevskij, 2016)"
SNRI (6p),FC(Oc1ccccc1CC(c1cccc(c1)F)N1CCNCC1)F,5.084072788,"(Didziapetris & Lanevskij, 2016)"
SNRI (6j),COc1cccc(c1CC(c1ccccc1)N1CCNCC1)F,5.068033885,"(Didziapetris & Lanevskij, 2016)"
SNRI (6q),FC(Oc1ccccc1CC(c1ccc(cc1)F)N1CCNCC1)F,5.040005162,"(Didziapetris & Lanevskij, 2016)"
SNRI (6k),FC(Oc1cccc(c1CC(c1ccccc1)N1CCNCC1)F)F,4.982966661,"(Didziapetris & Lanevskij, 2016)"
SNRI (6g),FC(Oc1ccccc1CC(c1ccccc1)N1CCNCC1)F,4.970616222,"(Didziapetris & Lanevskij, 2016)"
SNRI (6h),FC(Oc1ccccc1CC(c1ccccc1)N1CCNCC1)(F)F,4.962573502,"(Didziapetris & Lanevskij, 2016)"
SNRI (6n),COc1ccccc1CC(c1ccc(cc1)F)N1CCNCC1,4.795880017,"(Didziapetris & Lanevskij, 2016)"
PF-184298 (SNRI 3),CC(CN(C(=O)c1cccc(c1Cl)Cl)C1CNCC1)C,4.698970004,"(Didziapetris & Lanevskij, 2016)"
SNRI (6i),COc1c(cccc1F)CC(c1ccccc1)N1CCNCC1,4.681936665,"(Didziapetris & Lanevskij, 2016)"
SNRI (6f),N1CCN(CC1)C(c1ccccc1)Cc1cccc2c1OCC2,4.669586227,"(Didziapetris & Lanevskij, 2016)"
SNRI (6l),COc1ccccc1CC(c1ccccc1F)N1CCNCC1,4.396855627,"(Didziapetris & Lanevskij, 2016)"
SNRI (6a),COc1ccccc1CC(c1ccccc1)N1CCNCC1,4.387216143,"(Didziapetris & Lanevskij, 2016)"
