Name,pIC50,Training.Test
NMDA antagonist (20a),5,Training
NMDA antagonist (21),5,Training
NMDA antagonist (23),5,Training
NMDA antagonist (20b),5,Training
NMDA antagonist (20c),5,Training
NMDA antagonist (20e),5,Training
NMDA antagonist (20f),5,Training
NMDA antagonist (20g),5,Training
NMDA antagonist (20h),5,Training
NMDA antagonist (20j),5,Training
NMDA antagonist (20n),5,Training
NMDA antagonist (25),5,Training
NMDA antagonist (26),5,Training
NMDA antagonist (28),5,Test
NMDA antagonist (32),5,Training
NMDA antagonist (39),5,Test
NMDA antagonist (41),5,Training
Na(v) 1.7 channel inhibitor (14),6,Training
Na(v) 1.7 channel inhibitor (16),5.823908741,Test
Na(v) 1.7 channel inhibitor (18),6.124938737,Training
Na(v) 1.7 channel inhibitor (29),5.958607315,Test
Na(v) 1.7 channel inhibitor (30),5.721246399,Training
Na(v) 1.7 channel inhibitor (33),5.958607315,Training
Na(v) 1.7 channel inhibitor (1),6.744727495,Training
Na(v) 1.7 channel inhibitor (3),7.397940009,Training
Na(v) 1.7 channel inhibitor (4),7.522878745,Training
Na(v) 1.7 channel inhibitor (5),5.853871964,Training
Na(v) 1.7 channel inhibitor (6),5.958607315,Training
Na(v) 1.7 channel inhibitor (7),5.744727495,Training
Na(v) 1.7 channel inhibitor (8),5.958607315,Training
Na(v) 1.7 channel inhibitor (10),5.920818754,Training
NMDA antagonist (7a),5.698970004,Training
NMDA antagonist (7b),6.113509275,Training
NMDA antagonist (7c),6.229147988,Training
NMDA antagonist (7d),5.958607315,Training
NMDA antagonist (7e),6.065501549,Training
NMDA antagonist (7f),6.142667504,Training
NMDA antagonist (7g),6.920818754,Test
NMDA antagonist (17a),6.920818754,Training
NMDA antagonist (17b),5.795880017,Training
NMDA antagonist (17c),6.397940009,Training
NMDA antagonist (17d),5.721246399,Training
NMDA antagonist (17e),6.167491087,Training
NMDA antagonist (18),5.585026652,Training
NMDA antagonist (19),6.193820026,Training
CCR5 antagonist (9b),4.522878745,Training
CCR5 antagonist (28b),4.795880017,Test
CCR5 antagonist (33b),5.244125144,Training
CCR5 antagonist (39b),5.420216403,Training
CCR5 antagonist (42b),4.657577319,Training
CCR5 antagonist (49b),5.091514981,Test
CCR5 antagonist (51b),5.522878745,Training
CCR5 antagonist (33c),5.468521083,Training
CCR5 antagonist (35c),5.251811973,Training
CCR5 antagonist (42c),4.431798276,Test
CCR5 antagonist (9d),4.853871964,Training
CCR5 antagonist (20d),6,Training
CCR5 antagonist (33d),5.455931956,Training
CCR5 antagonist (34d),5.017728767,Test
CCR5 antagonist (38d),5.22184875,Training
CCR5 antagonist (42d),4.958607315,Training
CCR5 antagonist (50d),5.677780705,Training
CCR5 antagonist (51d),5.638272164,Test
CCR5 antagonist (51e),6.397940009,Training
CCR5 antagonist (9a),5,Training
CCR5 antagonist (20c),5,Training
DPP-IV inhibitor (43),4.229147988,Test
DPP-IV inhibitor (19),4.102372909,Training
DPP-IV inhibitor (39),4,Training
DPP-IV inhibitor (51),4.045757491,Training
DPP-IV inhibitor (18),4.119186408,Test
DPP-IV inhibitor (50),4,Training
KDR kinase inhibitor (2),8.096910013,Training
KDR kinase inhibitor (12),7.657577319,Training
KDR kinase inhibitor (13),6.619788758,Test
KDR kinase inhibitor (14),6.886056648,Training
KDR kinase inhibitor (15),4.974694135,Training
KDR kinase inhibitor (16),5.42365865,Test
KDR kinase inhibitor (17),5.777283529,Test
KDR kinase inhibitor (18),4.606951534,Training
KDR kinase inhibitor (19),5.454692884,Training
KDR kinase inhibitor (23),5.416801226,Training
KDR kinase inhibitor (22),5,Training
NK1 inhibitor (5a),5.721246399,Training
NK1 inhibitor (5b),5.920818754,Training
NK1 inhibitor (5c),6.337242168,Training
NK1 inhibitor (5d),6.585026652,Training
NK1 inhibitor (5e),5.853871964,Training
NK1 inhibitor (5f),5.920818754,Training
NK1 inhibitor (5g),5.397940009,Training
NK1 inhibitor (5h),6,Training
NK1 inhibitor (2),7.366531544,Training
NK1 inhibitor (5i),6.13667714,Training
NK1 inhibitor (5j),6.148741651,Training
NK1 inhibitor (5k),6.397940009,Test
NK1 inhibitor (5l),6.30980392,Training
NK1 inhibitor (5m),6.022276395,Test
NK1 inhibitor (5n),5.657577319,Training
NK1 inhibitor (1),7.537602002,Training
sstr3 antagonist (3a),4.70863115,Training
sstr3 antagonist (6a),6.148741651,Training
sstr3 antagonist (6b),6.200659451,Training
sstr3 antagonist (7a),5.847711656,Test
sstr3 antagonist (7b),5.91721463,Training
sstr3 antagonist (8a),5.645891561,Test
sstr3 antagonist (8b),5.598599459,Training
sstr3 antagonist (9a),5.793174124,Training
sstr3 antagonist (9b),5.54515514,Training
Prolyl hydrolase inhibitor (3ff),6.910094889,Training
Prolyl hydrolase inhibitor (4b),6.920818754,Training
Prolyl hydrolase inhibitor (4g),4.698970004,Training
Prolyl hydrolase inhibitor (6c),6.657577319,Test
Prolyl hydrolase inhibitor (6k),5.193820026,Test
Prolyl hydrolase inhibitor (6l),5.15490196,Training
Prolyl hydrolase inhibitor (6m),5.619788758,Training
Prolyl hydrolase inhibitor (6o),5.244125144,Training
Prolyl hydrolase inhibitor (6p),4.26760624,Test
Prolyl hydrolase inhibitor (6q),4.886056648,Training
Prolyl hydrolase inhibitor (6r),4.638272164,Training
Prolyl hydrolase inhibitor (11a),4.420216403,Training
Prolyl hydrolase inhibitor (11b),4.677780705,Training
Prolyl hydrolase inhibitor (11c),4.657577319,Training
Prolyl hydrolase inhibitor (11d),5.853871964,Training
Prolyl hydrolase inhibitor (11e),5.107905397,Test
Prolyl hydrolase inhibitor (11f),4.721246399,Test
Prolyl hydrolase inhibitor (11g),4.638272164,Test
Prolyl hydrolase inhibitor (11h),4.795880017,Training
Prolyl hydrolase inhibitor (11i),5.142667504,Training
Prolyl hydrolase inhibitor (11j),5.602059991,Training
Prolyl hydrolase inhibitor (11k),4.508638306,Training
Prolyl hydrolase inhibitor (11l),4.657577319,Training
Prolyl hydrolase inhibitor (6i),4.522878745,Training
Prolyl hydrolase inhibitor (6j),4.522878745,Test
Prolyl hydrolase inhibitor (6n),4.22184875,Test
Akt 1/2 inhibitor (1),5.602059991,Training
Akt 1/2 inhibitor (2),5.677780705,Training
Akt 1/2 inhibitor (10),5,Training
Akt 1/2 inhibitor (11),5.074275473,Training
Akt 1/2 inhibitor (12),5.913640169,Training
Akt 1/2 inhibitor (14),5.214670165,Test
Akt 1/2 inhibitor (16),5.008773924,Training
Akt 1/2 inhibitor (18),5.13076828,Training
Akt 1/2 inhibitor (19),5.167491087,Training
Akt 1/2 inhibitor (21),5.318758763,Training
Akt 1/2 inhibitor (22),5.455931956,Training
Akt 1/2 inhibitor (23),6.096910013,Training
Akt 1/2 inhibitor (24),5.102372909,Test
Akt 1/2 inhibitor (32),5.040958608,Training
Akt 1/2 inhibitor (34),5.080921908,Training
Akt 1/2 inhibitor (35),5.327902142,Training
Akt 1/2 inhibitor (39),5.22184875,Training
Akt 1/2 inhibitor (8),5,Training
Akt 1/2 inhibitor (9),5,Training
Akt 1/2 inhibitor (13),5,Training
Akt 1/2 inhibitor (17),5,Test
Akt 1/2 inhibitor (20),5,Test
Akt 1/2 inhibitor (36),5,Training
Akt 1/2 inhibitor (37),5,Training
Akt 1/2 inhibitor (38),5,Training
Akt 1/2 inhibitor (40),5,Training
NK1 antagonist (11),5.431798276,Training
NK1 antagonist (5d),5.698970004,Training
NK1 antagonist (7a),6.045757491,Test
NK1 antagonist (8a),6.397940009,Training
NK1 antagonist (8b),5.886056648,Training
NK1 antagonist (8c),5.522878745,Training
NK1 antagonist (10b),5.26760624,Training
NK1 antagonist (10c),5.173925197,Training
NK1 antagonist (11a),5.744727495,Training
NK1 antagonist (11b),5.853871964,Training
NK1 antagonist (9b),5.619788758,Training
NK3 antagonist (3),7.050609993,Training
NK3 antagonist (11b),6.283996656,Training
NK3 antagonist (11c),5.096910013,Test
NK3 antagonist (5c),5.050609993,Test
NK3 antagonist (5d),5.522878745,Test
NK3 antagonist (8a),5.30980392,Test
NK3 antagonist (8b),6.075720714,Test
NK3 antagonist (8c),6.494850022,Training
NK3 antagonist (8d),6.055517328,Training
NK3 antagonist (8e),5.744727495,Training
NK3 antagonist (8f),5.187086643,Test
NK3 antagonist (8g),6.292429824,Training
NK3 antagonist (8h),6.27572413,Training
NK3 antagonist (8j),5.602059991,Training
NK3 antagonist (8k),5.086186148,Test
NK3 antagonist (8n),5.698970004,Test
MAP kinase inhibitor (4),6.060480747,Training
MAP kinase inhibitor (5),5.292429824,Training
MAP kinase inhibitor (6),4.698970004,Training
MAP kinase inhibitor (22),4.698970004,Training
MAP kinase inhibitor (23),4.698970004,Training
5-LO inhibitor (S-2k),4.853871964,Training
5-LO inhibitor (S-2l),4.886056648,Training
5-LO inhibitor (2a),5.200659451,Training
5-LO inhibitor (2d),4.886056648,Training
5-LO inhibitor (2e),5.585026652,Training
5-LO inhibitor (2f),5.420216403,Training
5-LO inhibitor (2g),5.356547324,Training
5-LO inhibitor (2j),4.769551079,Training
5-LO inhibitor (S-2m),4.698970004,Training
5-LO inhibitor (2b),4.698970004,Test
5-LO inhibitor (2h),4.698970004,Test
5-LO inhibitor (2i),4.698970004,Training
HDAC inhibitor (2a),5.522878745,Training
CCR2 antagonist (1a),7.795880017,Training
CCR2 antagonist (1b),7.26760624,Test
CCR2 antagonist (4a),7.346787486,Test
CCR2 antagonist (4b),6.663540266,Training
CCR2 antagonist (4d),5.554395797,Training
CCR2 antagonist (4e),4.705093089,Training
CCR2 antagonist (4f),6.649751982,Test
CCR2 antagonist (4h),5.850780887,Test
CCR2 antagonist (4j),6.075720714,Training
CCR2 antagonist (4k),6.730487056,Training
CCR2 antagonist (4l),6.886056648,Training
ORL1 receptor antagonist (17),6.13076828,Training
ORL1 receptor antagonist (31),5.107905397,Training
ORL1 receptor antagonist (32),4.886056648,Training
ORL1 receptor antagonist (37),4.769551079,Training
Bradykinin B1 receptor antagonist (20),6,Training
Bradykinin B1 receptor antagonist (26),5.086186148,Training
Bradykinin B1 receptor antagonist (1),5,Training
Bradykinin B1 receptor antagonist (4),5,Training
Bradykinin B1 receptor antagonist (30),5,Training
Bradykinin B1 receptor antagonist (27),5,Training
Histamine H3 agonist (14),6.148741651,Test
Histamine H3 agonist (6c),5.065501549,Training
Histamine H3 agonist (6d),5.180456064,Training
Histamine H3 agonist (6f),5.22184875,Training
Histamine H3 agonist (6h),5.193820026,Training
Histamine H3 agonist (6k),5.27572413,Training
Histamine H3 agonist (1a),5,Training
Histamine H3 agonist (2k),5.13667714,Training
Histamine H3 agonist (2l),5.167491087,Test
Histamine H3 agonist (4a),5.096910013,Training
Histamine H3 agonist (5g),5.26760624,Training
Histamine H3 agonist (5h),5.408935393,Training
Histamine H3 agonist (5i),5.48148606,Training
Histamine H3 agonist (2f),5,Training
Histamine H3 agonist (2g),5,Training
Histamine H3 agonist (3b),5,Training
Histamine H3 agonist (5b),5,Training
Histamine H3 agonist (5c),5,Training
Histamine H3 agonist (5d),5,Test
Histamine H3 agonist (5e),5,Training
Histamine H3 agonist (5f),5,Test
Histamine H3 agonist (5k),5,Test
Histamine H3 agonist (5l),5,Training
Histamine H3 agonist (5m),5,Test
Histamine H3 agonist (5n),5,Training
Histamine H3 agonist (5o),5,Training
Histamine H3 agonist (5p),5,Test
Histamine H3 agonist (5q),5,Training
Histamine H3 agonist (5r),5,Test
Histamine H3 agonist (5),5,Test
Cannabinoid agonist (47),6.045757491,Training
Cannabinoid agonist (48),5.920818754,Training
Cannabinoid agonist (49),5.602059991,Test
Cannabinoid agonist (55),5.920818754,Test
Cannabinoid agonist (56),6.301029996,Test
Cannabinoid agonist (57),6.301029996,Test
Cannabinoid agonist (58),7.397940009,Test
Cannabinoid agonist (63),5.397940009,Training
Cannabinoid agonist (64),5.455931956,Training
Cannabinoid agonist (65),6,Test
Cannabinoid agonist (66),5.886056648,Test
Cannabinoid agonist (50),7.22184875,Training
ORL1 antagonist (7a),5.30980392,Training
ORL1 antagonist (7b),5.522878745,Training
ORL1 antagonist (9),5.070581074,Training
Histamine H3 agonist (1c),7.920818754,Training
Histamine H3 agonist (3a),8.356547324,Training
Histamine H3 agonist (6a),6.327902142,Training
Histamine H3 agonist (rac-5b),5.200659451,Training
Histamine H3 agonist (rac-5c),6,Training
Histamine H3 agonist (rac-5d),5.769551079,Training
Histamine H3 agonist (rac-5e),5.15490196,Training
Histamine H3 agonist (rac-5f),5.318758763,Test
Histamine H3 agonist (rac-5i),5.602059991,Training
ORL1 antagonist (10),4.602059991,Training
MK-1925,5.022276395,Training
Neuropeptide Y receptor antagonist (7m),5,Training
Neuropeptide Y receptor antagonist (7n),5,Test
Gamma secretase modulator (14),6.167491087,Training
Gamma secretase modulator (30),6.292429824,Test
Gamma secretase modulator (31),5.950781977,Test
Gamma secretase modulator (32),6.408935393,Training
Gamma secretase modulator (15),5,Training
Gamma secretase modulator (23),5,Training
MCHR1 antagonist (5c),5.236572006,Training
MCHR1 antagonist (5d),5.091514981,Training
MCHR1 antagonist (5i),5.008773924,Training
MCHR1 antagonist (5j),5.366531544,Test
MCHR1 antagonist (5k),6.091514981,Training
MCHR1 antagonist (5n),5.236572006,Training
MCHR1 antagonist (5o),5.031517051,Training
MCHR1 antagonist (6a),5.15490196,Training
MCHR1 antagonist (6b),5.769551079,Training
MCHR1 antagonist (7a),5.366531544,Training
MCHR1 antagonist (7b),5.537602002,Training
MCHR1 antagonist (7c),5.045757491,Test
MCHR1 antagonist (7e),5.721246399,Training
MCHR1 antagonist (7f),5.769551079,Training
MCHR1 antagonist (7g),5.920818754,Test
MCHR1 antagonist (7h),5.619788758,Training
MCHR1 antagonist (7j),6.173925197,Training
MCHR1 antagonist (5g),5,Training
MCHR1 antagonist (5h),5,Training
MCHR1 antagonist (5p),5,Training
Glucagon receptor antagonist (33),5.431798276,Training
sst3 antagonist (2),6.823908741,Training
sst3 antagonist (3),7.113509275,Test
sst3 antagonist (4),6.744727495,Training
sst3 antagonist (5a),6.420216403,Training
"sst3 antagonist (5d, isomer2)",7.602059991,Training
sst3 antagonist (5e),6.920818754,Training
"sst3 antagonist (5g, isomer2)",7,Training
sst3 antagonist (5h),7,Training
sst3 antagonist (5j),5.292429824,Training
sst3 antagonist (5k),5.008773924,Training
sst3 antagonist (5l),5.455931956,Training
sst3 antagonist (5m),6.15490196,Training
sst3 antagonist (5n),6.619788758,Training
P2Y14 antagonist (18r),6.698970004,Training
P2Y14 antagonist (18t),6.698970004,Training
DPP-4 inhibitor (3),5.080921908,Training
DPP-4 inhibitor (9),4,Training
DPP-4 inhibitor (15),4,Training
KSP inhibitor (23),5.619788758,Training
KSP inhibitor (24),5.214670165,Training
KSP inhibitor (26),5.200659451,Training
KSP inhibitor (27),5.251811973,Test
KSP inhibitor (28),6.026872146,Test
KSP inhibitor (29),5.337242168,Training
KSP inhibitor (25),5.48148606,Training
DPP-4 inhibitor (16),4.431798276,Training
DPP-4 inhibitor (29),4.327902142,Training
DPP-4 inhibitor (31),5.148741651,Training
ELOVL6 inhibitor (1w),5,Training
DPP4 inhibitor (17),4.769551079,Training
DPP4 inhibitor (23),5.124938737,Training
DPP4 inhibitor (25),4.420216403,Training
DPP4 inhibitor (30),5.602059991,Training
DPP4 inhibitor (35),4.091514981,Training
DPP4 inhibitor (38),4.244125144,Training
DPP4 inhibitor (39),4.045757491,Training
DPP4 inhibitor (34a),4.050609993,Training
MCHR1 antagonist (6l),5.292429824,Training
MCHR1 antagonist (6i),5.37675071,Test
JAK2 inhibitor (38),5.455931956,Test
JAK2 inhibitor (41),5.853871964,Training
Secretase inhibitor (31),5.602059991,Training
Secretase inhibitor (32),5.568636236,Training
Secretase inhibitor (33),5.657577319,Training
Secretase inhibitor (34),5.903089987,Training
Secretase inhibitor (35),6.142667504,Training
Secretase inhibitor (36),6.494850022,Test
Secretase inhibitor (37),7,Test
Secretase inhibitor (38),6.408935393,Training
Secretase inhibitor (40),5.26520017,Training
Secretase inhibitor (43),5.091514981,Training
Secretase inhibitor (45),5.66756154,Training
Secretase inhibitor (41),5,Test
Secretase inhibitor (42),5,Training
Secretase inhibitor (44),5,Training
Secretase inhibitor (46),5,Training
Secretase inhibitor (47),5,Training
HIP-PHD inhibitor (6dd),5.698970004,Training
HIP-PHD inhibitor (6ee),5.091514981,Training
HIP-PHD inhibitor (6ff),4.886056648,Training
HIP-PHD inhibitor (6gg),4.769551079,Training
HIP-PHD inhibitor (6hh),6.142667504,Training
HIP-PHD inhibitor (6ii),5.327902142,Test
HIP-PHD inhibitor (6jj),4.823908741,Training
HIP-PHD inhibitor (6kk),5.823908741,Training
HIP-PHD inhibitor (6ll),6.431798276,Test
HIP-PHD inhibitor (6mm),6.187086643,Training
HIP-PHD inhibitor (6nn),5.070581074,Training
HIP-PHD inhibitor (6oo),5.050609993,Training
HIP-PHD inhibitor (6pp),4.337242168,Training
HIP-PHD inhibitor (6qq),5.148741651,Test
HIP-PHD inhibitor (6rr),4.698970004,Training
HIP-PHD inhibitor (6s),6,Training
HIP-PHD inhibitor (6t),4.568636236,Training
